"id","Brand_Name","Hex_Code","L","a","b","C","h","Material_Source","Extraction_Note","v_flag","SEO_Keywords","SEO_Description","Sequence","Hero50","Colour_Memory","Light_Behaviour_Note","UV_Stability_Note","Specifier_Warning"
"1018","Madder Rose Chalk Lake — Pit White","#DD858D","65.0","35.0","10.0","36.401","15.95","Historical Chalk deposit.","","archive","Madder Rose Chalk Lake — Pit White, #DD858D, light rich scarlet paint, scarlet paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Madder Rose Chalk Lake — Pit White — light rich scarlet #DD858D. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Madder Rose Chalk Lake is drawn from historical chalk deposit. At light depth it reads in July noon on warm stone, the colour of iron ore and oxide in the the madder district of the Oxfordshire landscape.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: iron oxide lake or organic red. English seasonal UV stability: moderate; anthraquinone components susceptible to photooxidation. Primary risk on traditional substrates: warm register may cool slightly over extended south-facing exposure. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1019","Brazilwood Crimson Market Red — Archive Trace","#AD3858","42.0","50.0","8.0","50.636","9.09","","","archive","Brazilwood Crimson Market Red — Archive Trace, #AD3858, deep rich crimson paint, crimson paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Brazilwood Crimson Market Red — Archive Trace — deep rich crimson #AD3858. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Brazilwood Crimson Market Red takes its register from the brazilwood district of the Oxfordshire landscape. At mid-dark depth it holds the colour of iron ore and oxide in low October light across oolite limestone — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: iron oxide (haematite/Fe₂O₃). English seasonal UV stability: UV-inert mineral; no hue shift under English seasonal cycling. Primary risk on traditional substrates: binder chalking on lime render after multiple freeze-thaw cycles. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1020","Ladys Bedstraw Downland Pink — Archive Trace","#CB7A7D","60.0","32.0","12.0","34.176","20.56","","","archive","Ladys Bedstraw Downland Pink — Archive Trace, #CB7A7D, mid warm scarlet paint, scarlet paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Ladys Bedstraw Downland Pink — Archive Trace — mid warm scarlet #CB7A7D. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Ladys Bedstraw Downland Pink takes its register from the ladys district of the Oxfordshire landscape. At light depth it holds the colour of iron ore and oxide in July noon on warm stone — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: iron oxide lake or organic red. English seasonal UV stability: moderate; anthraquinone components susceptible to photooxidation. Primary risk on traditional substrates: warm register may cool slightly over extended south-facing exposure. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1021","Elderberry Blush Hedge Dye — Archive Trace","#D79C9E","70.0","22.0","8.0","23.409","19.98","","","archive","Elderberry Blush Hedge Dye — Archive Trace, #D79C9E, light warm scarlet paint, scarlet paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Elderberry Blush Hedge Dye — Archive Trace — light warm scarlet #D79C9E. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Elderberry Blush Hedge Dye takes its register from the elderberry district of the Oxfordshire landscape. At light depth it holds the colour of iron ore and oxide in July noon on warm stone — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: iron oxide lake or organic red. English seasonal UV stability: moderate; anthraquinone components susceptible to photooxidation. Primary risk on traditional substrates: warm register may cool slightly over extended south-facing exposure. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1024","Terre Verte Kimmeridge Slip — Archive Trace","#618187","52.0","-9.8","-6.9","11.985","215.15","","","archive","Terre Verte Kimmeridge Slip — Archive Trace, #618187, deep muted slate blue paint, slate blue paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Terre Verte Kimmeridge Slip — Archive Trace — deep muted slate blue #618187. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Terre Verte Kimmeridge Slip takes its register from the terre district of the Oxfordshire landscape. At mid-tone depth it holds the colour of winter sky and flint in the raking morning light on a north-facing render — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1025","Thames Lock Teal Copper Water — Archive Trace","#276D6F","42.0","-20.7","-7.5","22.017","199.92","","","archive","Thames Lock Teal Copper Water — Archive Trace, #276D6F, deep warm teal paint, teal paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Thames Lock Teal Copper Water — Archive Trace — deep warm teal #276D6F. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Thames Lock Teal Copper Water takes its register from the working river — lock gates, ballast barges, ironwork worn by tidal cycles. At mid-dark depth it holds the colour of copper patina and teal water in the raking morning light on a north-facing render — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1027","Ridgeway Lichen — Scarp Green","#76a982","65.0","-25.0","15.0","29.154759474226505","149.03624346792648","Forensic mineral extraction.","New v39 anchor.","NEW_v39","Ridgeway Lichen — Scarp Green, #76A982, light warm green paint, green paint colour, heritage green paint, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Ridgeway Lichen — Scarp Green — light warm green #76A982. Cladonia lichens on Ridgeway sarsen stones — the specific yellow-green that only. Digby Oldridge.","","FALSE","Ridgeway Lichen is drawn from forensic mineral extraction. At light depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the ancient ridgeway path, the oldest road in Britain, running above the chalk.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1030","Oxford Night — Academic Blue","#003A4A","22.0","-10.32","-14.74","17.994","235.0","","","archive","Oxford Night — Academic Blue, #003A4A, very dark soft slate blue paint, slate blue paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Oxford Night — Academic Blue — very dark soft slate blue #003A4A. Academic Blue. Digby Oldridge British colour archive.","","FALSE","Oxford Night takes its register from the oxford district of the Oxfordshire landscape. At very dark register depth it holds the colour of winter sky and flint in winter afternoon light against pale limestone — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","Holds its depth under English diffuse light and advances slightly in the low-angled October and November sun; on north-facing renders it reads as its true self, stable and unshifted. In bright July noon on limestone it contracts perceptibly.","Pigment family: ultramarine or smalt. English seasonal UV stability: very good; ultramarine aluminium silicate is UV-stable. Primary risk on traditional substrates: alkali sensitivity on fresh lime plaster — barrier coat required. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Dark register: at L*=22.0 this colour will absorb heat on south-facing masonry and is incompatible with standard lime wash on un-primed substrates — specify mineral silicate paint or a penetrating primer before application on traditional Cotswold limestone and chalk render. Listed building consent may be required for external colour changes."
"1031","Ock Navy — River Deep","#00485F","28.0","-11.0","-19.05","21.998","240.0","","","archive","Ock Navy — River Deep, #00485F, very dark soft slate blue paint, slate blue paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Ock Navy — River Deep — very dark soft slate blue #00485F. River Deep. Digby Oldridge British colour archive.","","FALSE","Ock Navy takes its register from the Ock valley, a slow chalk stream draining the Vale toward Abingdon. At very dark register depth it holds the colour of winter sky and flint in winter afternoon light against pale limestone — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","Holds its depth under English diffuse light and advances slightly in the low-angled October and November sun; on north-facing renders it reads as its true self, stable and unshifted. In bright July noon on limestone it contracts perceptibly.","Pigment family: ultramarine or smalt. English seasonal UV stability: very good; ultramarine aluminium silicate is UV-stable. Primary risk on traditional substrates: alkali sensitivity on fresh lime plaster — barrier coat required. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1032","Abingdon Dock Blue — Wharf Dark","#074056","25.0","-8.45","-18.13","20.002","245.01","","","archive","Abingdon Dock Blue — Wharf Dark, #074056, very dark soft slate blue paint, slate blue paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Abingdon Dock Blue — Wharf Dark — very dark soft slate blue #074056. Wharf Dark. Digby Oldridge British colour archive.","","FALSE","Abingdon Dock Blue takes its register from the ancient market town at the confluence of the Ock and Thames, with a surviving abbey gateway. At very dark register depth it holds the colour of winter sky and flint in winter afternoon light against pale limestone — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","Holds its depth under English diffuse light and advances slightly in the low-angled October and November sun; on north-facing renders it reads as its true self, stable and unshifted. In bright July noon on limestone it contracts perceptibly.","Pigment family: ultramarine or smalt. English seasonal UV stability: very good; ultramarine aluminium silicate is UV-stable. Primary risk on traditional substrates: alkali sensitivity on fresh lime plaster — barrier coat required. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1039","Childrey Tin — Chalk Works","#C4C0AE","77.0","-1.5","10.5","10.607","98.13","","","archive","Childrey Tin — Chalk Works, #C4C0AE, pale muted gold paint, gold paint colour, chalk paint, limewash colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Childrey Tin — Chalk Works — pale muted gold #C4C0AE. Chalk Works. Digby Oldridge British colour archive.","","FALSE","Childrey Tin takes its register from the chalk spring at Childrey, the source of the Letcombe Brook. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1042","Lambourn Trainer — Gallops Grey","#8C8880","57.0","0.5","4.5","4.528","83.66","","","archive","Lambourn Trainer — Gallops Grey, #8C8880, mid grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Lambourn Trainer — Gallops Grey — mid grey #8C8880. Gallops Grey. Digby Oldridge British colour archive.","","FALSE","Lambourn Trainer takes its register from the lambourn district of the Oxfordshire landscape. At mid-tone depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1046","Abingdon Carbon — Dry Black","#131210","15.0","1.0","2.0","2.236","63.43","","","archive","Abingdon Carbon — Dry Black, #131210, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Abingdon Carbon — Dry Black — near-black grey #131210. Dry Black. Digby Oldridge British colour archive.","","FALSE","Abingdon Carbon takes its register from the ancient market town at the confluence of the Ock and Thames, with a surviving abbey gateway. At very dark register depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In flat English overcast this reads as a near-void that collapses any adjacent colour toward it; in low winter raking light across Cotswold stone the surface reveals its underlying chromatic axis. Reserve for south-facing walls where winter light can activate it.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Dark register: at L*=15.0 this colour will absorb heat on south-facing masonry and is incompatible with standard lime wash on un-primed substrates — specify mineral silicate paint or a penetrating primer before application on traditional Cotswold limestone and chalk render. Listed building consent may be required for external colour changes."
"1049","Radcot Bridge — Canal Green","#4AA880","62.5","-37.53","12.4","39.525","161.72","Thames & Severn Canal water in summer. The specific blue-green of navigable water under willow shade.","Thames & Severn Canal water in summer. The specific blue-green of navigable water under willow shade.","NEW_v38","Radcot Bridge — Canal Green, #4AA880, mid rich green paint, green paint colour, teal paint, verdigris paint, copper green, heritage green paint, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Radcot Bridge — Canal Green — mid rich green #4AA880. Thames & Severn Canal water in summer. The specific blue-green of navi. Digby Oldridge.","","FALSE","Radcot Bridge is drawn from thames & severn canal water in summer. the specific blue-green of navigable water under willow shade. At light depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the medieval bridge at Radcot, the oldest Thames crossing, where the navigation irons green with age.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1050","Lechlade Weed — River Silk","#6EB898","69.4","-30.46","9.08","31.785","163.4","Ranunculus fluitans on the upper Thames in June. The river plant that makes chalk-stream water seem lit from below.","Ranunculus fluitans on the upper Thames in June. The river plant that makes chalk-stream water seem lit from below.","NEW_v38","Lechlade Weed — River Silk, #6EB898, light warm green paint, green paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Lechlade Weed — River Silk — light warm green #6EB898. Ranunculus fluitans on the upper Thames in June. The river plant that . Digby Oldridge.","","FALSE","Lechlade Weed is drawn from ranunculus fluitans on the upper thames in june. the river plant that makes chalk-stream water seem lit from below. At light depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the lechlade district of the Oxfordshire landscape.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1051","Bampton Verdigris — Weather Copper","#5AB090","65.9","-33.76","8.46","34.804","165.93","Church copper guttering after twenty years of Oxfordshire weather. Not decorative patina — working oxidation.","Church copper guttering after twenty years of Oxfordshire weather. Not decorative patina — working oxidation.","NEW_v38","Bampton Verdigris — Weather Copper, #5AB090, light warm green paint, green paint colour, teal paint, verdigris paint, copper green, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Bampton Verdigris — Weather Copper — light warm green #5AB090. Church copper guttering after twenty years of Oxfordshire weather. Not. Digby Oldridge.","","FALSE","Bampton Verdigris is drawn from church copper guttering after twenty years of oxfordshire weather. not decorative patina — working oxidation. At light depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the Cotswold stone market town on the edge of the floodplain, with its morris dancing tradition.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1052","Faringdon Algae — Mill Pond","#3A9870","56.6","-37.49","12.99","39.677","160.89","Still water under overhanging willows at the old Faringdon mill pond. The green that only happens in shade.","Still water under overhanging willows at the old Faringdon mill pond. The green that only happens in shade.","NEW_v38","Faringdon Algae — Mill Pond, #3A9870, mid rich green paint, green paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Faringdon Algae — Mill Pond — mid rich green #3A9870. Still water under overhanging willows at the old Faringdon mill pond. . Digby Oldridge.","","FALSE","Faringdon Algae is drawn from still water under overhanging willows at the old faringdon mill pond. the green that only happens in shade. At mid-tone depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the market town at the edge of the Vale of White Horse, on the Corallian limestone ridge.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1053","Clanfield Sage — Chalk Stream","#8AC8A8","75.8","-26.63","9.72","28.348","159.95","Winterbourne chalk stream in late summer, Clanfield. Water over pale gravel: the colour of clarity itself.","Winterbourne chalk stream in late summer, Clanfield. Water over pale gravel: the colour of clarity itself.","NEW_v38","Clanfield Sage — Chalk Stream, #8AC8A8, pale warm green paint, green paint colour, chalk paint, limewash colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Clanfield Sage — Chalk Stream — pale warm green #8AC8A8. Winterbourne chalk stream in late summer, Clanfield. Water over pale g. Digby Oldridge.","","FALSE","Clanfield Sage is drawn from winterbourne chalk stream in late summer, clanfield. water over pale gravel: the colour of clarity itself. At pale depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the clanfield district of the Oxfordshire landscape.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1054","Standlake Gravel — River Pale","#A8D4C0","81.4","-18.39","5.17","19.103","164.3","Thames gravel pit at Standlake, washed clean. The palest teal that still remembers being water.","Thames gravel pit at Standlake, washed clean. The palest teal that still remembers being water.","NEW_v38","Standlake Gravel — River Pale, #A8D4C0, pale soft green paint, green paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Standlake Gravel — River Pale — pale soft green #A8D4C0. Thames gravel pit at Standlake, washed clean. The palest teal that sti. Digby Oldridge.","","FALSE","Standlake Gravel is drawn from thames gravel pit at standlake, washed clean. the palest teal that still remembers being water. At pale depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the standlake district of the Oxfordshire landscape.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1055","Duxford Copper — Ford Green","#2A8060","48.0","-33.69","10.0","35.143","163.47","Copper-bearing Corallian limestone at the Duxford ford. The colour geology makes when water and metal meet.","Copper-bearing Corallian limestone at the Duxford ford. The colour geology makes when water and metal meet.","NEW_v38","Duxford Copper — Ford Green, #2A8060, deep warm green paint, green paint colour, heritage green paint, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Duxford Copper — Ford Green — deep warm green #2A8060. Copper-bearing Corallian limestone at the Duxford ford. The colour geo. Digby Oldridge.","","FALSE","Duxford Copper is drawn from copper-bearing corallian limestone at the duxford ford. the colour geology makes when water and metal meet. At mid-tone depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the duxford district of the Oxfordshire landscape.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
