"id","Brand_Name","Hex_Code","L","a","b","C","h","Material_Source","Extraction_Note","v_flag","SEO_Keywords","SEO_Description","Sequence","Hero50","Tropical_Adaptation_Note","Vision_Model_Anchor","Tropical_Red_Team_Warning"
"530","Segsbury Iron — Archive Trace","#484C56","32.3","0.76","-6.45","6.495","276.72","","","archive","Segsbury Iron — Archive Trace, #484C56, dark muted cobalt paint, cobalt paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Segsbury Iron — Archive Trace — dark muted cobalt #484C56. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=32.3): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=6.495 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Segsbury Iron — Archive Trace (#484C56) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"531","Hardwell Iron — Archive Trace","#4C4E5A","33.4","2.0","-7.31","7.579","285.3","","","archive","Hardwell Iron — Archive Trace, #4C4E5A, dark muted violet paint, violet paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Hardwell Iron — Archive Trace — dark muted violet #4C4E5A. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=33.4): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=7.579 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Hardwell Iron — Archive Trace (#4C4E5A) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"532","Thames Pewter — Archive Trace","#58606A","40.38","-0.77","-6.73","6.774","263.47","","","archive","Thames Pewter — Archive Trace, #58606A, deep muted cobalt paint, cobalt paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Thames Pewter — Archive Trace — deep muted cobalt #58606A. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=40.38): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=6.774 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Thames Pewter — Archive Trace (#58606A) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"533","Vale Blue-Iron — Archive Trace","#4C505C","34.08","1.24","-7.55","7.651","279.33","","","archive","Vale Blue-Iron — Archive Trace, #4C505C, dark muted violet paint, violet paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Vale Blue-Iron — Archive Trace — dark muted violet #4C505C. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=34.08): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=7.651 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Vale Blue-Iron — Archive Trace (#4C505C) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"534","Cherbury Sanguine — Archive Trace","#8C3C30","36.03","33.13","24.03","40.927","35.95","","","archive","Cherbury Sanguine — Archive Trace, #8C3C30, dark rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Cherbury Sanguine — Archive Trace — dark rich brick red #8C3C30. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=36.03): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=40.927 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Cherbury Sanguine — Archive Trace (#8C3C30) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"535","1642 Campaign Vermilion — Archive Trace","#9A3828","37.58","40.01","31.22","50.749","37.97","","","archive","1642 Campaign Vermilion — Archive Trace, #9A3828, dark rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","1642 Campaign Vermilion — Archive Trace — dark rich brick red #9A3828. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=37.58): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=50.749 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying 1642 Campaign Vermilion — Archive Trace (#9A3828) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"536","Wayland's Fire — Archive Trace","#A04030","40.17","38.84","29.81","48.961","37.51","","","archive","Wayland's Fire — Archive Trace, #A04030, deep rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Wayland's Fire — Archive Trace — deep rich brick red #A04030. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=40.17): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=48.961 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Wayland's Fire — Archive Trace (#A04030) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"537","Ridgeway Madder — Archive Trace","#944038","38.29","34.76","22.25","41.271","32.62","","","archive","Ridgeway Madder — Archive Trace, #944038, dark rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Ridgeway Madder — Archive Trace — dark rich brick red #944038. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=38.29): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=41.271 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Ridgeway Madder — Archive Trace (#944038) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"538","Vale Tile — Archive Trace","#9C4638","40.79","34.77","25.68","43.225","36.45","","","archive","Vale Tile — Archive Trace, #9C4638, deep rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Vale Tile — Archive Trace — deep rich brick red #9C4638. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=40.79): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=43.225 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Vale Tile — Archive Trace (#9C4638) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"539","Uffington Sanguine — Archive Trace","#9A3C30","38.4","38.53","27.47","47.32","35.49","","","archive","Uffington Sanguine — Archive Trace, #9A3C30, dark rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Uffington Sanguine — Archive Trace — dark rich brick red #9A3C30. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=38.4): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=47.32 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Uffington Sanguine — Archive Trace (#9A3C30) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"540","871 Battle Ochre — Archive Trace","#A0482E","41.7","34.7","32.73","47.701","43.33","","","archive","871 Battle Ochre — Archive Trace, #A0482E, deep rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","871 Battle Ochre — Archive Trace — deep rich brick red #A0482E. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=41.7): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=47.701 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying 871 Battle Ochre — Archive Trace (#A0482E) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"541","Abingdon Brick — Archive Trace","#9A4234","39.61","35.79","26.53","44.551","36.55","","","archive","Abingdon Brick — Archive Trace, #9A4234, dark rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Abingdon Brick — Archive Trace — dark rich brick red #9A4234. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=39.61): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=44.551 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Abingdon Brick — Archive Trace (#9A4234) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"542","Faringdon Sanguine — Archive Trace","#8E3C2C","36.3","33.66","26.85","43.057","38.58","","","archive","Faringdon Sanguine — Archive Trace, #8E3C2C, dark rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Faringdon Sanguine — Archive Trace — dark rich brick red #8E3C2C. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=36.3): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=43.057 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Faringdon Sanguine — Archive Trace (#8E3C2C) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"543","Sparsholt Madder — Archive Trace","#963C30","37.72","37.01","26.48","45.507","35.58","","","archive","Sparsholt Madder — Archive Trace, #963C30, dark rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Sparsholt Madder — Archive Trace — dark rich brick red #963C30. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=37.72): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=45.507 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Sparsholt Madder — Archive Trace (#963C30) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"544","Liddington Sanguine — Archive Trace","#8C3C2E","36.0","33.0","25.21","41.528","37.38","","","archive","Liddington Sanguine — Archive Trace, #8C3C2E, dark rich brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Liddington Sanguine — Archive Trace — dark rich brick red #8C3C2E. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=36.0): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=41.528 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Liddington Sanguine — Archive Trace (#8C3C2E) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"545","1648 Gold Standard — Archive Trace","#C09830","64.87","4.63","57.18","57.367","85.37","","","archive","1648 Gold Standard — Archive Trace, #C09830, light vivid gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","1648 Gold Standard — Archive Trace — light vivid gold #C09830. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=64.87): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=57.367 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying 1648 Gold Standard — Archive Trace (#C09830) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"546","Childrey Harvest — Archive Trace","#C2A038","67.2","1.57","56.35","56.372","88.4","","","archive","Childrey Harvest — Archive Trace, #C2A038, light vivid gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Childrey Harvest — Archive Trace — light vivid gold #C2A038. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=67.2): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=56.372 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Childrey Harvest — Archive Trace (#C2A038) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"547","Segsbury Ochre — Archive Trace","#BA9832","64.26","2.07","55.6","55.639","87.87","","","archive","Segsbury Ochre — Archive Trace, #BA9832, light vivid gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Segsbury Ochre — Archive Trace — light vivid gold #BA9832. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=64.26): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=55.639 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Segsbury Ochre — Archive Trace (#BA9832) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"548","Thames Gold — Archive Trace","#BEA238","67.33","-1.26","56.36","56.374","91.28","","","archive","Thames Gold — Archive Trace, #BEA238, light vivid gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Thames Gold — Archive Trace — light vivid gold #BEA238. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=67.33): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=56.374 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Thames Gold — Archive Trace (#BEA238) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"550","Knighton Weld — Archive Trace","#C0A238","67.53","-0.38","56.62","56.621","90.38","","","archive","Knighton Weld — Archive Trace, #C0A238, light vivid gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Knighton Weld — Archive Trace — light vivid gold #C0A238. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=67.53): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=56.621 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Knighton Weld — Archive Trace (#C0A238) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"551","Compton Harvest — Archive Trace","#C4A640","69.03","-0.33","54.92","54.921","90.34","","","archive","Compton Harvest — Archive Trace, #C4A640, light vivid gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Compton Harvest — Archive Trace — light vivid gold #C4A640. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=69.03): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=54.921 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Compton Harvest — Archive Trace (#C4A640) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"552","Cherbury Gold — Archive Trace","#BE9C34","65.73","1.77","56.38","56.408","88.2","","","archive","Cherbury Gold — Archive Trace, #BE9C34, light vivid gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Cherbury Gold — Archive Trace — light vivid gold #BE9C34. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=65.73): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=56.408 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Cherbury Gold — Archive Trace (#BE9C34) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"553","Vale Barley-Gold — Archive Trace","#C2A43C","68.28","-0.36","55.79","55.791","90.37","","","archive","Vale Barley-Gold — Archive Trace, #C2A43C, light vivid gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Vale Barley-Gold — Archive Trace — light vivid gold #C2A43C. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=68.28): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=55.791 the chromatic saturation is substantial; efflorescence through unsealed coral-stone or lime-render will be disproportionately visible against the saturated field. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Vale Barley-Gold — Archive Trace (#C2A43C) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"555","Monastic Verdigris — Archive Trace","#345050","31.91","-10.44","-3.36","10.967","197.84","","","archive","Monastic Verdigris — Archive Trace, #345050, dark muted teal paint, teal paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Monastic Verdigris — Archive Trace — dark muted teal #345050. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=31.91): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=10.967 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Monastic Verdigris — Archive Trace (#345050) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"556","Wayland's Pool — Archive Trace","#344E50","31.25","-9.24","-4.34","10.208","205.16","","","archive","Wayland's Pool — Archive Trace, #344E50, dark muted teal paint, teal paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Wayland's Pool — Archive Trace — dark muted teal #344E50. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=31.25): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=10.208 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Wayland's Pool — Archive Trace (#344E50) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"557","Vale Deep Teal — Archive Trace","#2E4A4E","29.48","-9.33","-5.73","10.949","211.56","","","archive","Vale Deep Teal — Archive Trace, #2E4A4E, dark muted teal paint, teal paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Vale Deep Teal — Archive Trace — dark muted teal #2E4A4E. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=29.48 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Vale Deep Teal — Archive Trace (#2E4A4E) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=29.48 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
